0.4.9
https://raw.githubusercontent.com/pyload/pyload/%(changeset)s/module/plugins/%(type)s/%(name)s
type|name|changeset|version
hoster|PandaPlanet.py
hoster|Premium4Me.py
hoster|PutlockerCom.py
hoster|RapidshareCom.py
hoster|ReloadCc.py
hoster|SendmywayCom.py
hoster|Share4webCom.py
hoster|ShareRapidCom.py
hoster|Solidfiles.py
hoster|UploadableCh.py
hoster|Vipleech4uCom.py
hoster|XFileSharingPro.py
internal|AbstractExtractor.py
internal|AdYouLike.py
internal|AdsCaptcha.py
internal|Hook.py
internal|MultiHook.py
internal|ReCaptcha.py
internal|SimpleDereferer.py
internal|SolveMedia.py
internal|XFSPAccount.py
internal|XFSPCrypter.py
internal|XFSPHoster.py
internal|utils.py
